team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
New Zealand,won, 6 wicke,,,,Sri Lanka,Hamilton,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 6 wicke,,,,New Zealand,Hamilton,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,won, 9 wicke,,,,Australia,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Australia,lost,9 wicke,13,won,1st,East Africa,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Pakistan,won,53 run,,lost,1st,Zimbabwe,Hobart,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,53 run,,won,2nd,Pakistan,Hobart,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
England,won,6 wicke,61,won,2nd,West Indies,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
West Indies,lost, 6 wicke,,,,England,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
India,,,,,,Sri Lanka,Mackay,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Sri Lanka,,,,won,2nd,India,Mackay,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
New Zealand,won, 7 wicke,,,,South Africa,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,lost, 7 wicke,,,,New Zealand,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
West Indies,won, 75 run,,,,Zimbabwe,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,75 run,,won,2nd,West Indies,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Australia,won,1 run,,won,1st,India,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
India,lost,1 run,,lost,2nd,Australia,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 3 wicke,,,,South Africa,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,lost, 3 wicke,,,,Sri Lanka,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
New Zealand,won, 48 run,,,,Zimbabwe,Napier,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,48 run,,won,2nd,New Zealand,Napier,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
India,won,43 run,,won,1st,Pakistan,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Pakistan,lost,43 run,,lost,2nd,India,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,won, 64 run,,lost,1st,West Indies,Christchurch,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
West Indies,lost, 64 run,,won,2nd,East Africa,Christchurch,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
England,won,8 wicke,55,,,Australia,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Australia,lost,8 wicke,55,,,England,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
India,won,55 run,,won,1st,Zimbabwe,Hamilton,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,55 run,,lost,2nd,India,Hamilton,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Australia,won,7 wicke,36,won,2nd,Sri Lanka,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 7 wicke,,,,Australia,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
New Zealand,won, 5 wicke,,,,West Indies,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
West Indies,lost, 5 wicke,,,,New Zealand,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,won, 20 run,,,,Pakistan,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Pakistan,lost,20 run,,won,2nd,East Africa,Brisbane,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
England,won,106 run,,won,1st,Sri Lanka,Ballarat,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 106 run,,,,England,Ballarat,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
West Indies,won, 5 wicke,,,,India,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
India,lost,5 wicke,34,won,1st,West Indies,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
South Africa,won, 7 wicke,,,,Zimbabwe,Canberra,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,7 wicke,29,lost,1st,East Africa,Canberra,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Pakistan,won,48 run,,won,1st,Australia,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
Australia,lost,48 run,,lost,2nd,Pakistan,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=30;template=results;type=team;view=results,2021-02-12
New Zealand,won, 4 wicke,,,,India,Dunedin,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
India,lost,4 wicke,17,lost,1st,New Zealand,Dunedin,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,won,3 wicke,1,won,2nd,East Africa,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
South Africa,lost, 3 wicke,,,,England,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
West Indies,won, 91 run,,lost,1st,Sri Lanka,Berri,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 91 run,,won,2nd,West Indies,Berri,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Australia,won,128 run,,won,1st,Zimbabwe,Hobart,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,128 run,,lost,2nd,Australia,Hobart,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
New Zealand,won, 7 wicke,,,,England,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,lost,7 wicke,55,lost,1st,New Zealand,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,India,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
India,lost,6 wicke,5,lost,1st,East Africa,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 wicke,5,lost,2nd,Sri Lanka,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 4 wicke,,,,Pakistan,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 wicke,32,won,2nd,New Zealand,Christchurch,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 7 wicke,,,,Pakistan,Christchurch,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,9 run,,lost,1st,England,Albury,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,lost,9 run,,won,2nd,Zimbabwe,Albury,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Australia,won,57 run,,won,1st,West Indies,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
West Indies,lost, 57 run,,,,Australia,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 wicke,6,lost,2nd,New Zealand,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 4 wicke,,,,Pakistan,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,won,19 run,,lost,1st,East Africa,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
South Africa,lost, 19 run,,,,England,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,won,22 run,,won,1st,England,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,lost,22 run,,lost,2nd,Pakistan,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
West Indies,won, 107 run,,lost,1st,East Africa,Kingston,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
South Africa,lost, 107 run,,won,2nd,West Indies,Kingston,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,won,79 run,,lost,1st,Pakistan,Lord's,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,lost,79 run,,won,2nd,England,Lord's,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 4 wicke,,,,Australia,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Australia,lost,4 wicke,4,lost,1st,Sri Lanka,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,won,198 run,,lost,1st,Pakistan,Nottingham,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,lost,198 run,,won,2nd,England,Nottingham,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,won,3 run,,won,1st,England,Lord's,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,lost,3 run,,lost,2nd,Pakistan,Lord's,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
England,won,6 wicke,68,,,Pakistan,Manchester,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Pakistan,lost,6 wicke,68,,,England,Manchester,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 5 wicke,,,,Australia,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Australia,lost,5 wicke,7,lost,1st,Sri Lanka,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Australia,won,5 wicke,13,won,2nd,Sri Lanka,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 5 wicke,,,,Australia,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
India,won,30 run,,lost,1st,Zimbabwe,Harare,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,30 run,,won,2nd,India,Harare,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=31;template=results;type=team;view=results,2021-02-12
New Zealand,won, 22 run,,,,Zimbabwe,Bulawayo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,22 run,,won,2nd,New Zealand,Bulawayo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,won, 4 wicke,,,,Zimbabwe,Harare,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,4 wicke,19,won,1st,New Zealand,Harare,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,won,5 wicke,4,won,2nd,West Indies,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,lost, 5 wicke,,,,Pakistan,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,,,,,,Sri Lanka,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Sri Lanka,,,,,,New Zealand,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,won, 9 wicke,,,,Australia,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Australia,lost,9 wicke,69,won,1st,West Indies,Perth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,India,Town,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,lost,6 wicke,3,won,1st,East Africa,Town,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Australia,won,14 run,,lost,1st,West Indies,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,lost, 14 run,,,,Australia,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,India,Elizabeth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,lost,6 wicke,20,won,1st,East Africa,Elizabeth,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,won,4 wicke,5,won,2nd,East Africa,Centurion,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,lost, 4 wicke,,,,India,Centurion,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,won, 4 run,,,,Pakistan,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,lost,4 run,,won,2nd,West Indies,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Australia,won,8 wicke,12,,,Pakistan,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,lost,8 wicke,12,,,Australia,Adelaide,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 31 run,,lost,1st,New Zealand,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 31 run,,won,2nd,Sri Lanka,Colombo,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,India,Johannesburg,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,lost,6 wicke,9,lost,1st,East Africa,Johannesburg,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Australia,won,4 run,,won,1st,West Indies,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,lost, 4 run,,,,Australia,Melbourne,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,won, 8 wicke,,,,India,Bloemfontein,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,lost,8 wicke,16,lost,1st,East Africa,Bloemfontein,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
West Indies,won, 133 run,,,,Pakistan,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,lost,133 run,,lost,2nd,West Indies,Sydney,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,won, 39 run,,,,India,Durban,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,lost,39 run,,won,2nd,East Africa,Durban,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
India,won,5 wicke,16,won,2nd,East Africa,London,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
South Africa,lost, 5 wicke,,,,India,London,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,won,50 run,,lost,1st,New Zealand,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 50 run,,,,Pakistan,Wellington,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,won, 6 wicke,,,,Pakistan,Napier,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
Pakistan,lost,6 wicke,26,lost,1st,New Zealand,Napier,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
New Zealand,won, 6 wicke,,,,Pakistan,Auckland,1992,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=32;template=results;type=team;view=results,2021-02-12
