team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Netherlands,won,172 run,,lost,1st,Bermuda,Rotterdam,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Bermuda,lost,172 run,,won,2nd,Netherlands,Rotterdam,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Netherlands,won,8 wicke,183,,,Bermuda,Rotterdam,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Bermuda,lost,8 wicke,183,,,Netherlands,Rotterdam,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,104 run,,lost,1st,India,Southampton,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,lost,104 run,,won,2nd,England,Southampton,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
South Africa,won, 5 wicke,,,,Zimbabwe,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 wicke,19,won,1st,East Africa,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,won,9 run,,won,1st,England,Bristol,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,lost,9 run,,lost,2nd,India,Bristol,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
South Africa,won, 8 wicke,,,,Zimbabwe,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,8 wicke,65,lost,1st,East Africa,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
South Africa,won, 28 run,,,,Zimbabwe,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,28 run,,lost,2nd,East Africa,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,42 run,,lost,1st,India,Birmingham,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,lost,42 run,,won,2nd,England,Birmingham,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,3 wicke,12,,,India,Manchester,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,lost,3 wicke,12,,,England,Manchester,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,won,38 run,,lost,1st,England,Leeds,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,lost,38 run,,won,2nd,India,Leeds,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,won,2 wicke,2,lost,2nd,England,Oval,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,lost,2 wicke,2,won,1st,India,Oval,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,7 wicke,82,,,India,Lord's,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,lost,7 wicke,82,,,England,Lord's,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 119 run,,,,England,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,lost,119 run,,lost,2nd,Sri Lanka,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Australia,won,84 run,,lost,1st,India,Kochi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,lost,84 run,,won,2nd,Australia,Kochi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,65 run,,won,1st,Sri Lanka,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 65 run,,,,England,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,2 wicke,7,lost,2nd,Sri Lanka,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 2 wicke,,,,England,Dambulla,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
India,won,8 run,,won,1st,Australia,Chandigarh,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
Australia,lost,8 run,,lost,2nd,India,Chandigarh,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=108;template=results;type=team;view=results,2021-02-12
England,won,5 wicke,19,lost,2nd,Sri Lanka,Colombo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 5 wicke,,,,England,Colombo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Australia,won,9 wicke,145,,,India,Vadodara,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,lost,9 wicke,145,,,Australia,Vadodara,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 107 run,,won,1st,England,Colombo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
England,lost,107 run,,,,Sri Lanka,Colombo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Australia,won,18 run,,won,1st,India,Nagpur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,lost,18 run,,lost,2nd,Australia,Nagpur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,won,2 wicke,24,,,Australia,Mumbai,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Australia,lost,2 wicke,24,,,India,Mumbai,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,won, 45 run,,,,Pakistan,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,45 run,,lost,2nd,East Africa,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Kenya,won,4 wicke,8,won,2nd,Canada,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Canada,lost,4 wicke,8,lost,1st,Kenya,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,won,25 run,,won,1st,East Africa,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,lost, 25 run,,,,Pakistan,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Kenya,won,4 wicke,41,lost,2nd,Canada,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Canada,lost,4 wicke,41,won,1st,Kenya,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,won,6 wicke,11,lost,2nd,East Africa,Faisalabad,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,lost, 6 wicke,,,,Pakistan,Faisalabad,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Kenya,won,8 wicke,130,won,2nd,Bermuda,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Bermuda,lost,8 wicke,130,lost,1st,Kenya,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,won, 7 wicke,,,,Pakistan,Multan,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 wicke,74,won,1st,East Africa,Multan,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Kenya,won,3 wicke,35,lost,2nd,Bermuda,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Bermuda,lost,3 wicke,35,won,1st,Kenya,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Kenya,won,1 wicke,82,lost,2nd,Bermuda,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Bermuda,lost,1 wicke,82,won,1st,Kenya,Nairobi,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,won, 14 run,,,,Pakistan,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,14 run,,lost,2nd,East Africa,Lahore,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,won,5 wicke,18,,,Pakistan,Guwahati,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,5 wicke,18,,,India,Guwahati,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 wicke,1,,,India,Mohali,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,lost,4 wicke,1,,,Pakistan,Mohali,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,won,46 run,,lost,1st,Pakistan,Kanpur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,46 run,,won,2nd,India,Kanpur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,won,6 wicke,21,,,Pakistan,Gwalior,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,lost,6 wicke,21,,,India,Gwalior,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Pakistan,won,31 run,,lost,1st,India,Jaipur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
India,lost,31 run,,won,2nd,Pakistan,Jaipur,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
South Africa,won, 2 wicke,,,,New Zealand,Durban,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 2 wicke,,,,South Africa,Durban,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,30 run,,lost,1st,West Indies,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
West Indies,lost, 30 run,,,,Zimbabwe,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
West Indies,won, 110 run,,,,Zimbabwe,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,110 run,,won,2nd,West Indies,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=109;template=results;type=team;view=results,2021-02-12
West Indies,won, 6 wicke,,,,Zimbabwe,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,6 wicke,133,lost,1st,West Indies,Harare,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,won, 5 wicke,,,,Zimbabwe,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 wicke,18,lost,1st,West Indies,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,,,,,,Zimbabwe,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,,,,,,West Indies,Bulawayo,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Australia,won,7 wicke,45,lost,2nd,New Zealand,Adelaide,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 7 wicke,,,,Australia,Adelaide,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Australia,,,,,,New Zealand,Sydney,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,,,,won,1st,Australia,Sydney,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Australia,won,114 run,,lost,1st,New Zealand,Hobart,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 114 run,,,,Australia,Hobart,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,won, 6 wicke,,,,Bangladesh,Auckland,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,6 wicke,44,lost,1st,New Zealand,Auckland,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,won, 102 run,,,,Bangladesh,Napier,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,102 run,,lost,2nd,New Zealand,Napier,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,won, 10 wicke,,,,Bangladesh,Queenstown,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,10 wicke,264,lost,1st,New Zealand,Queenstown,2007,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,West Indies,Centurion,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,lost, 6 wicke,,,,South Africa,Centurion,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Pakistan,won,104 run,,lost,1st,Zimbabwe,Karachi,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,104 run,,won,2nd,Pakistan,Karachi,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Pakistan,won,5 wicke,22,lost,2nd,Zimbabwe,Hydrabad,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 wicke,22,won,1st,Pakistan,Hydrabad,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
South Africa,won, 86 run,,won,1st,West Indies,Town,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,lost, 86 run,,lost,2nd,East Africa,Town,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Pakistan,won,37 run,,won,1st,Zimbabwe,Multan,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,37 run,,lost,2nd,Pakistan,Multan,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 wicke,18,,,Zimbabwe,Faisalabad,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,7 wicke,18,,,Pakistan,Faisalabad,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
South Africa,won, 5 wicke,,,,West Indies,Durban,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,lost, 5 wicke,,,,South Africa,Durban,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 wicke,114,,,Zimbabwe,Sheikhupura,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,7 wicke,114,,,Pakistan,Sheikhupura,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
South Africa,won, 8 wicke,,,,West Indies,Johannesburg,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
West Indies,lost, 8 wicke,,,,South Africa,Johannesburg,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
India,,,,,,Sri Lanka,Brisbane,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Sri Lanka,,,,lost,2nd,India,Brisbane,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Australia,won,128 run,,won,1st,Sri Lanka,Sydney,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 128 run,,,,Australia,Sydney,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,won, 6 wicke,,,,England,Wellington,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
England,lost,6 wicke,120,won,1st,New Zealand,Wellington,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
India,won,5 wicke,25,,,Australia,Melbourne,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Australia,lost,5 wicke,25,,,India,Melbourne,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 8 wicke,,,,India,Canberra,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
India,lost,8 wicke,12,lost,1st,Sri Lanka,Canberra,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=110;template=results;type=team;view=results,2021-02-12
New Zealand,won, 10 wicke,,,,England,Hamilton,2008,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=111;template=results;type=team;view=results,2021-02-12
