team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
India,won,48 runs,won,won,1st,Indies,Delhi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
West,Indies,lost 48,runs,runs,lost,India,Delhi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
Australia,won,1 runs,won,won,1st,Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
Pakistan,lost,1 runs,lost,lost,2nd,Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
India,canc,- -,,-,v,Indies,Visakhapatnam,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
West,Indies,canc -,,-,-,India,Visakhapatnam,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
India,won,59 runs,lost,lost,1st,Indies,Dharamsala,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
West,Indies,lost 59,runs,runs,won,India,Dharamsala,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
India,canc,- -,,-,v,Indies,Kolkata,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
West,Indies,canc -,,-,-,India,Kolkata,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
South,Africa,won 72,runs,lost,1st,New Zealand,Maunganui,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 72,runs,won,2nd,South Africa,Maunganui,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=146;template=results;type=team;view=results,2021-02-12
New,Zealand,n/r -,won,won,2nd,Africa,Hamilton,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,n/r -,lost,lost,1st,Zealand,Hamilton,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
India,won,169 runs,lost,lost,1st,Lanka,Cuttack,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 169,runs,runs,won,India,Cuttack,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
India,won,6 wickets,33,lost,2nd,Sri Lanka,Ahmedabad,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 6,wickets,33,won,v India,Ahmedabad,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
P.N.G.,won,4 wickets,66,lost,2nd,Hong Kong,Townsville,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Hong,Kong,lost 4,wickets,66,won,v P.N.G.,Townsville,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
P.N.G.,won,3 wickets,4,lost,2nd,Hong Kong,Townsville,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Hong,Kong,lost 3,wickets,4,won,v P.N.G.,Townsville,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
India,won,6 wickets,35,lost,2nd,Sri Lanka,(Deccan),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 6,wickets,35,won,v India,(Deccan),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
India,won,153 runs,won,won,1st,Lanka,Kolkata,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 153,runs,runs,lost,India,Kolkata,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Australia,won,32 runs,lost,lost,1st,Africa,Perth,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,lost 32,runs,runs,won,Australia,Perth,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,won 3,wickets,134,lost,v Australia,Perth,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wickets,134,won,1st,South Africa,Perth,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
India,won,3 wickets,8,lost,2nd,Sri Lanka,Ranchi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 3,wickets,8,won,v India,Ranchi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Australia,won,73 runs,won,won,1st,Africa,Canberra,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,lost 73,runs,runs,lost,Australia,Canberra,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Australia,won,3 wickets,6,lost,2nd,South Africa,Melbourne,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,lost 3,wickets,6,won,v Australia,Melbourne,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Bangladesh,won,87 runs,,lost,1st,Zimbabwe,Chattogram,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,87 runs,,won,2nd,Bangladesh,Chattogram,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Australia,won,2 wickets,5,lost,2nd,South Africa,Sydney,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
South,Africa,lost 2,wickets,5,won,v Australia,Sydney,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Bangladesh,won,68 runs,,won,1st,Zimbabwe,Chattogram,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,68 runs,,lost,2nd,Bangladesh,Chattogram,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Bangladesh,won,124 runs,,lost,1st,Zimbabwe,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,124 runs,,won,2nd,Bangladesh,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 25,runs,lost,1st,England Colombo,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
England,lost,25 runs,won,2nd,v,Lanka Colombo,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Bangladesh,won,21 runs,,won,1st,Zimbabwe,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,21 runs,,lost,2nd,Bangladesh,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
U.A.E.,won,5 wickets,8,lost,2nd,Afghanistan ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,5 wickets,8,won,1st,U.A.E. ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 8,wickets,64,lost,v England,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
England,lost,8 wickets,64,won,1st,Sri Lanka,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
U.A.E.,won,6 wickets,10,won,2nd,Afghanistan ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,6 wickets,10,lost,1st,U.A.E. ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Bangladesh,won,5 wickets,153,153,lost,Zimbabwe,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 wickets,153,153,won,Bangladesh,Dhaka,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Afghanistan,won,2 wickets,2,won,2nd,U.A.E. ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
U.A.E.,lost,2 wickets,2,lost,1st,Afghanistan ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
England,won,5 wickets,8,lost,2nd,Sri Lanka,Hambantota,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,8,won,v England,Hambantota,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
U.A.E.,won,30 runs,lost,lost,1st,ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,30 runs,won,won,2nd,ICCA,Dubai,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=147;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 6,wickets,2,lost,v England,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,lost,6 wickets,2,won,1st,Sri Lanka,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Pakistan,won,3 wickets,3,won,2nd,New Zealand,(DSC),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 3,wickets,3,lost,v Pakistan,(DSC),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,won,5 wickets,5,won,2nd,Sri Lanka,Pallekele,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,5,lost,v England,Pallekele,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 4,wickets,24,lost,v Pakistan,Sharjah,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Pakistan,lost,4 wickets,24,won,1st,New Zealand,Sharjah,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 90,runs,runs,won,England,Pallekele,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,lost,90 runs,lost,lost,2nd,Lanka,Pallekele,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Pakistan,won,147 runs,won,won,1st,Zealand,Sharjah,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 147,runs,runs,lost,Pakistan,Sharjah,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 87,runs,won,1st,England Colombo,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,lost,87 runs,lost,2nd,v,Lanka Colombo,(RPS),2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 7,runs,won,1st,Pakistan Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 runs,lost,2nd,v,Zealand Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 68,runs,won,1st,Pakistan Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Pakistan,lost,68 runs,lost,2nd,v,Zealand Abu,Dhabi,2014,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Afghanistan,won,8 wickets,42,won,2nd,Scotland ICCA,Dubai,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Scotland,lost,8 wickets,42,lost,1st,Afghanistan ICCA,Dubai,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Ireland,won,3 wickets,40,won,2nd,Afghanistan Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,3 wickets,40,lost,1st,Ireland Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 3,wickets,42,lost,v Sri,Christchurch,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 3,wickets,42,won,v New,Christchurch,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Ireland,won,3 wickets,21,won,2nd,Scotland Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Scotland,lost,3 wickets,21,lost,1st,Ireland Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Scotland,won,150 runs,won,won,1st,Abu,Dhabi,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,150 runs,lost,lost,2nd,Abu,Dhabi,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 6,wickets,14,lost,v New,Hamilton,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 6,wickets,14,won,v Sri,Hamilton,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Australia,won,3 wickets,61,61,lost,England,Sydney,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,lost,3 wickets,61,61,won,Australia,Sydney,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
South,Africa,won 61,runs,won,1st,West Indies,Durban,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
West,Indies,lost 61,runs,lost,2nd,South Africa,Durban,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,n/r -,lost,lost,1st,Lanka,Auckland,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,n/r -,won,won,2nd,Zealand,Auckland,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Afghanistan,won,71 runs,lost,lost,1st,Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Ireland,lost,71 runs,won,won,2nd,Dubai,(DSC),2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Australia,won,4 wickets,6,6,lost,India,Melbourne,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
India,lost,4 wickets,6,6,won,Australia,Melbourne,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
South,Africa,won 148,runs,lost,1st,West Indies,Johannesburg,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
West,Indies,lost 148,runs,won,2nd,South Africa,Johannesburg,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Ireland,n/r,#NAME?,,-,v,ICCA,Dubai,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Scotland,n/r,#NAME?,,-,v,ICCA,Dubai,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 4,wickets,11,lost,v Sri,Nelson,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 4,wickets,11,won,v New,Nelson,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
England,won,9 wickets,135,135,lost,India,Brisbane,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
India,lost,9 wickets,135,135,won,England,Brisbane,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=148;template=results;type=team;view=results,2021-02-12
New,Zealand,won 108,runs,lost,1st,Sri Lanka,Dunedin,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 108,runs,won,2nd,New Zealand,Dunedin,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
Australia,won,3 wickets,1,1,won,England,Hobart,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
England,lost,3 wickets,1,1,lost,Australia,Hobart,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
New,Zealand,won 120,runs,won,1st,Sri Lanka,Dunedin,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 120,runs,lost,2nd,New Zealand,Dunedin,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
South,Africa,won 131,runs,lost,1st,West Indies,Centurion,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
West,Indies,lost 131,runs,won,2nd,South Africa,Centurion,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 34,runs,won,1st,New Zealand,Wellington,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 34,runs,lost,2nd,Sri Lanka,Wellington,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
England,won,3 wickets,19,19,won,India,Perth,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
India,lost,3 wickets,19,19,lost,England,Perth,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
New,Zealand,won 7,wickets,63,won,v Pakistan,Wellington,2015,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=149;template=results;type=team;view=results,2021-02-12
