team,result,margin,br,toss,bat,opposition,ground,date
Sri Lanka,0.0, 9 wicke,24.0,0.0,2.0,Pakistan,Sharjah,2017
India,1.0,6 wicke,24.0,0.0,2.0,New Zealand,Pune,2017
New Zealand,0.0, 6 wicke,71.0,0.0,1.0,India,Pune,2017
India,1.0,6 run,71.0,0.0,1.0,New Zealand,Kanpur,2017
New Zealand,0.0, 6 run,71.0,1.0,2.0,India,Kanpur,2017
Scotland,1.0,6 wicke,71.0,1.0,2.0,P.N.G.,Dubai,2017
P.N.G.,0.0,6 wicke,71.0,0.0,1.0,Scotland,Dubai,2017
Scotland,1.0,4 wicke,22.0,1.0,2.0,P.N.G.,Dubai,2017
P.N.G.,0.0,4 wicke,22.0,0.0,1.0,Scotland,Dubai,2017
Afghanistan,1.0,138 run,176.0,0.0,1.0,Ireland,Sharjah,2017
Ireland,0.0,138 run,176.0,1.0,2.0,Afghanistan,Sharjah,2017
Hong Kong,1.0, 23 run,176.0,0.0,1.0,P.N.G.,Dubai,2017
Ireland,1.0,51 run,176.0,1.0,1.0,Afghanistan,Sharjah,2017
Afghanistan,0.0,51 run,176.0,0.0,2.0,Ireland,Sharjah,2017
Hong Kong,1.0, 93 run,176.0,0.0,1.0,P.N.G.,Dubai,2017
Sri Lanka,1.0, 7 wicke,176.0,0.0,1.0,India,Dharamsala,2017
India,0.0,7 wicke,176.0,0.0,1.0,Sri Lanka,Dharamsala,2017
Ireland,1.0,5 wicke,72.0,0.0,1.0,Afghanistan,Sharjah,2017
Afghanistan,0.0,5 wicke,72.0,0.0,1.0,Ireland,Sharjah,2017
India,1.0,141 run,107.0,0.0,1.0,Sri Lanka,Mohali,2017
Sri Lanka,0.0, 141 run,107.0,1.0,2.0,India,Mohali,2017
India,1.0,8 wicke,107.0,1.0,2.0,Sri Lanka,Visakhapatnam,2017
Sri Lanka,0.0, 8 wicke,7.0,0.0,1.0,India,Visakhapatnam,2017
New Zealand,1.0, 5 wicke,7.0,0.0,1.0,West Indies,Whangarei,2017
West Indies,0.0, 5 wicke,7.0,0.0,1.0,New Zealand,Whangarei,2017
New Zealand,1.0, 204 run,7.0,0.0,1.0,West Indies,Christchurch,2017
West Indies,0.0, 204 run,7.0,1.0,2.0,New Zealand,Christchurch,2017
New Zealand,1.0, 66 run,7.0,1.0,1.0,West Indies,Christchurch,2017
West Indies,0.0, 66 run,7.0,0.0,2.0,New Zealand,Christchurch,2017
New Zealand,1.0, 61 run,7.0,1.0,2.0,Pakistan,Wellington,2018
Pakistan,0.0,61 run,7.0,1.0,2.0,New Zealand,Wellington,2018
New Zealand,1.0, 8 wicke,7.0,1.0,1.0,Pakistan,Nelson,2018
Pakistan,0.0,8 wicke,7.0,1.0,1.0,New Zealand,Nelson,2018
Ireland,1.0,4 wicke,4.0,1.0,2.0,U.A.E.,Dubai,2018
U.A.E.,0.0,4 wicke,4.0,0.0,1.0,Ireland,Dubai,2018
New Zealand,1.0, 183 run,7.0,0.0,2.0,Pakistan,Dunedin,2018
Pakistan,0.0,183 run,7.0,0.0,2.0,New Zealand,Dunedin,2018
England,1.0,5 wicke,7.0,1.0,1.0,Australia,Melbourne,2018
Australia,0.0,5 wicke,7.0,1.0,1.0,England,Melbourne,2018
Bangladesh,1.0,8 wicke,129.0,1.0,1.0,Zimbabwe,Dhaka,2018
Zimbabwe,0.0,8 wicke,129.0,1.0,1.0,Bangladesh,Dhaka,2018
New Zealand,1.0, 5 wicke,25.0,1.0,1.0,Pakistan,Hamilton,2018
Pakistan,0.0,5 wicke,25.0,1.0,1.0,New Zealand,Hamilton,2018
Ireland,1.0,6 wicke,91.0,1.0,2.0,Scotland,Dubai,2018
Scotland,0.0,6 wicke,91.0,0.0,1.0,Ireland,Dubai,2018
Zimbabwe,1.0,12 run,34.0,0.0,1.0,Sri Lanka,Dhaka,2018
Sri Lanka,0.0, 12 run,34.0,0.0,2.0,Zimbabwe,Dhaka,2018
New Zealand,1.0, 15 run,34.0,0.0,2.0,Pakistan,Wellington,2018
Pakistan,0.0,15 run,34.0,0.0,2.0,New Zealand,Wellington,2018
England,1.0,4 wicke,34.0,1.0,1.0,Australia,Brisbane,2018
Australia,0.0,4 wicke,34.0,1.0,1.0,England,Brisbane,2018
Bangladesh,1.0,163 run,31.0,1.0,1.0,Sri Lanka,Dhaka,2018
Sri Lanka,0.0, 163 run,31.0,0.0,1.0,Bangladesh,Dhaka,2018
England,1.0,16 run,31.0,0.0,1.0,Australia,Sydney,2018
Australia,0.0,16 run,31.0,1.0,2.0,England,Sydney,2018
Sri Lanka,1.0, 5 wicke,31.0,1.0,1.0,Zimbabwe,Dhaka,2018
Zimbabwe,0.0,5 wicke,31.0,1.0,1.0,Sri Lanka,Dhaka,2018
U.A.E.,1.0,4 wicke,5.0,0.0,2.0,Scotland,Dubai,2018
Scotland,0.0,4 wicke,5.0,1.0,1.0,U.A.E.,Dubai,2018
Bangladesh,1.0,91 run,229.0,1.0,1.0,Zimbabwe,Dhaka,2018
Zimbabwe,0.0,91 run,229.0,0.0,2.0,Bangladesh,Dhaka,2018
Sri Lanka,1.0, 10 wicke,229.0,1.0,1.0,Bangladesh,Dhaka,2018
Bangladesh,0.0,10 wicke,229.0,1.0,1.0,Sri Lanka,Dhaka,2018
Australia,1.0,3 wicke,78.0,0.0,2.0,England,Adelaide,2018
England,0.0,3 wicke,78.0,0.0,2.0,Australia,Adelaide,2018
Sri Lanka,1.0, 79 run,27.0,0.0,2.0,Bangladesh,Dhaka,2018
Bangladesh,0.0,79 run,27.0,0.0,2.0,Sri Lanka,Dhaka,2018
England,1.0,12 run,27.0,0.0,1.0,Australia,Perth,2018
Australia,0.0,12 run,27.0,1.0,2.0,England,Perth,2018
India,1.0,6 wicke,27.0,0.0,2.0,East Africa,Durban,2018
South Africa,0.0, 6 wicke,177.0,1.0,2.0,India,Durban,2018
India,1.0,9 wicke,177.0,1.0,2.0,East Africa,Centurion,2018
South Africa,0.0, 9 wicke,15.0,1.0,2.0,India,Centurion,2018
India,1.0,124 run,15.0,1.0,2.0,East Africa,Town,2018
South Africa,0.0, 124 run,15.0,1.0,2.0,India,Town,2018
Afghanistan,1.0,154 run,15.0,1.0,1.0,Zimbabwe,Sharjah,2018
Zimbabwe,0.0,154 run,15.0,0.0,2.0,Afghanistan,Sharjah,2018
South Africa,1.0, 5 wicke,15.0,1.0,1.0,India,Johannesburg,2018
India,0.0,5 wicke,15.0,1.0,1.0,East Africa,Johannesburg,2018
Zimbabwe,1.0,154 run,135.0,1.0,1.0,Afghanistan,Sharjah,2018
Afghanistan,0.0,154 run,135.0,0.0,2.0,Zimbabwe,Sharjah,2018
Afghanistan,1.0,6 wicke,135.0,1.0,2.0,Zimbabwe,Sharjah,2018
Zimbabwe,0.0,6 wicke,135.0,1.0,2.0,Afghanistan,Sharjah,2018
India,1.0,73 run,173.0,1.0,2.0,East Africa,Elizabeth,2018
South Africa,0.0, 73 run,173.0,1.0,2.0,India,Elizabeth,2018
Afghanistan,1.0,10 wicke,173.0,1.0,2.0,Zimbabwe,Sharjah,2018
Zimbabwe,0.0,10 wicke,173.0,1.0,2.0,Afghanistan,Sharjah,2018
India,1.0,8 wicke,107.0,1.0,2.0,East Africa,Centurion,2018
South Africa,0.0, 8 wicke,4.0,1.0,1.0,India,Centurion,2018
Afghanistan,1.0,146 run,4.0,1.0,1.0,Zimbabwe,Sharjah,2018
Zimbabwe,0.0,146 run,4.0,0.0,2.0,Afghanistan,Sharjah,2018
New Zealand,1.0, 3 wicke,4.0,0.0,1.0,England,Hamilton,2018
England,0.0,3 wicke,4.0,0.0,1.0,New Zealand,Hamilton,2018
England,1.0,6 wicke,73.0,1.0,2.0,New Zealand,Maunganui,2018
New Zealand,0.0, 6 wicke,16.0,0.0,1.0,England,Maunganui,2018
England,1.0,4 run,16.0,0.0,1.0,New Zealand,Wellington,2018
New Zealand,0.0, 4 run,16.0,0.0,1.0,England,Wellington,2018
Scotland,1.0,7 wicke,16.0,0.0,1.0,Afghanistan,Bulawayo,2018
Afghanistan,0.0,7 wicke,16.0,0.0,1.0,Scotland,Bulawayo,2018
U.A.E.,1.0,56 run,159.0,0.0,1.0,P.N.G.,Harare,2018
P.N.G.,0.0,56 run,159.0,1.0,2.0,U.A.E.,Harare,2018
Scotland,1.0,4 wicke,159.0,1.0,2.0,Hong Kong,Bulawayo,2018
Hong Kong,0.0, 4 wicke,5.0,0.0,2.0,Scotland,Bulawayo,2018
Ireland,1.0,4 wicke,5.0,0.0,2.0,P.N.G.,Harare,2018
P.N.G.,0.0,4 wicke,5.0,0.0,2.0,Ireland,Harare,2018
West Indies,1.0, 60 run,3.0,0.0,2.0,U.A.E.,Harare,2018
U.A.E.,0.0,60 run,3.0,0.0,2.0,West Indies,Harare,2018
Zimbabwe,1.0,2 run,3.0,1.0,1.0,Afghanistan,Bulawayo,2018
Afghanistan,0.0,2 run,3.0,0.0,2.0,Zimbabwe,Bulawayo,2018
New Zealand,1.0, 5 wicke,3.0,0.0,1.0,England,Dunedin,2018
England,0.0,5 wicke,3.0,0.0,1.0,New Zealand,Dunedin,2018
Hong Kong,1.0, 30 run,42.0,1.0,2.0,Afghanistan,Bulawayo,2018
Afghanistan,0.0,30 run,42.0,1.0,2.0,Hong Kong,Bulawayo,2018
West Indies,1.0, 6 wicke,42.0,1.0,1.0,P.N.G.,Harare,2018
P.N.G.,0.0,6 wicke,42.0,1.0,1.0,West Indies,Harare,2018
England,1.0,7 wicke,104.0,1.0,2.0,New Zealand,Christchurch,2018
New Zealand,0.0, 7 wicke,14.0,1.0,2.0,England,Christchurch,2018
West Indies,1.0, 52 run,14.0,1.0,2.0,Ireland,Harare,2018
Ireland,0.0,52 run,14.0,1.0,2.0,West Indies,Harare,2018
Zimbabwe,1.0,89 run,14.0,0.0,1.0,Hong Kong,Bulawayo,2018
Hong Kong,0.0, 89 run,14.0,0.0,1.0,Zimbabwe,Bulawayo,2018
Ireland,1.0,226 run,14.0,0.0,1.0,U.A.E.,Harare,2018
U.A.E.,0.0,226 run,14.0,1.0,2.0,Ireland,Harare,2018
Afghanistan,1.0,3 wicke,14.0,0.0,2.0,West Indies,Harare,2018
West Indies,0.0, 3 wicke,6.0,1.0,1.0,Afghanistan,Harare,2018
Scotland,1.0,73 run,6.0,1.0,1.0,U.A.E.,Bulawayo,2018
U.A.E.,0.0,73 run,6.0,0.0,2.0,Scotland,Bulawayo,2018
Zimbabwe,1.0,107 run,6.0,0.0,1.0,Ireland,Harare,2018
Ireland,0.0,107 run,6.0,1.0,2.0,Zimbabwe,Harare,2018
P.N.G.,1.0,58 run,6.0,1.0,1.0,Hong Kong,Harare,2018
Hong Kong,0.0, 58 run,6.0,0.0,1.0,P.N.G.,Harare,2018
Ireland,1.0,25 run,6.0,0.0,1.0,Scotland,Harare,2018
Scotland,0.0,25 run,6.0,1.0,2.0,Ireland,Harare,2018
West Indies,1.0, 4 wicke,6.0,1.0,1.0,Zimbabwe,Harare,2018
Zimbabwe,0.0,4 wicke,6.0,1.0,1.0,West Indies,Harare,2018
Afghanistan,1.0,5 wicke,93.0,1.0,2.0,U.A.E.,Harare,2018
U.A.E.,0.0,5 wicke,93.0,1.0,2.0,Afghanistan,Harare,2018
West Indies,1.0, 5 run,5.0,1.0,2.0,Scotland,Harare,2018
Scotland,0.0,5 run,5.0,1.0,2.0,West Indies,Harare,2018
U.A.E.,1.0,3 run,5.0,0.0,1.0,Zimbabwe,Harare,2018
Zimbabwe,0.0,3 run,5.0,1.0,2.0,U.A.E.,Harare,2018
Afghanistan,1.0,5 wicke,5.0,0.0,2.0,Ireland,Harare,2018
Ireland,0.0,5 wicke,5.0,0.0,2.0,Afghanistan,Harare,2018
Afghanistan,1.0,7 wicke,56.0,0.0,2.0,West Indies,Harare,2018
West Indies,0.0, 7 wicke,36.0,0.0,1.0,Afghanistan,Harare,2018
Scotland,1.0,6 run,36.0,0.0,1.0,England,Edinburgh,2018
England,0.0,6 run,36.0,1.0,2.0,Scotland,Edinburgh,2018
England,1.0,3 wicke,36.0,0.0,2.0,Australia,Oval,2018
Australia,0.0,3 wicke,36.0,1.0,1.0,England,Oval,2018
England,1.0,38 run,32.0,0.0,1.0,Australia,Cardiff,2018
Australia,0.0,38 run,32.0,1.0,2.0,England,Cardiff,2018
England,1.0,242 run,32.0,0.0,1.0,Australia,Nottingham,2018
Australia,0.0,242 run,32.0,1.0,2.0,England,Nottingham,2018
England,1.0,6 wicke,32.0,0.0,1.0,Australia,Chester-le-Street,2018
Australia,0.0,6 wicke,32.0,0.0,1.0,England,Chester-le-Street,2018
England,1.0,1 wicke,9.0,0.0,1.0,Australia,Manchester,2018
Australia,0.0,1 wicke,9.0,0.0,1.0,England,Manchester,2018
India,1.0,8 wicke,59.0,0.0,1.0,England,Nottingham,2018
England,0.0,8 wicke,59.0,0.0,1.0,India,Nottingham,2018
Pakistan,1.0,201 run,84.0,0.0,1.0,Zimbabwe,Bulawayo,2018
Zimbabwe,0.0,201 run,84.0,1.0,2.0,Pakistan,Bulawayo,2018
England,1.0,86 run,84.0,1.0,1.0,India,Lord's,2018
India,0.0,86 run,84.0,0.0,2.0,England,Lord's,2018
Pakistan,1.0,9 wicke,84.0,1.0,1.0,Zimbabwe,Bulawayo,2018
Zimbabwe,0.0,9 wicke,84.0,1.0,1.0,Pakistan,Bulawayo,2018
England,1.0,8 wicke,33.0,1.0,1.0,India,Leeds,2018
India,0.0,8 wicke,33.0,1.0,1.0,England,Leeds,2018
Pakistan,1.0,9 wicke,241.0,1.0,1.0,Zimbabwe,Bulawayo,2018
Zimbabwe,0.0,9 wicke,241.0,1.0,1.0,Pakistan,Bulawayo,2018
Pakistan,1.0,244 run,37.0,1.0,1.0,Zimbabwe,Bulawayo,2018
Zimbabwe,0.0,244 run,37.0,0.0,2.0,Pakistan,Bulawayo,2018
Pakistan,1.0,131 run,37.0,1.0,1.0,Zimbabwe,Bulawayo,2018
Zimbabwe,0.0,131 run,37.0,0.0,2.0,Pakistan,Bulawayo,2018
Bangladesh,1.0,48 run,37.0,1.0,1.0,West Indies,Providence,2018
West Indies,0.0, 48 run,37.0,1.0,2.0,Bangladesh,Providence,2018
West Indies,1.0, 3 run,37.0,1.0,2.0,Bangladesh,Providence,2018
Bangladesh,0.0,3 run,37.0,1.0,2.0,West Indies,Providence,2018
Bangladesh,1.0,18 run,37.0,1.0,1.0,West Indies,Basseterre,2018
West Indies,0.0, 18 run,37.0,1.0,1.0,Bangladesh,Basseterre,2018
South Africa,1.0, 5 wicke,37.0,1.0,1.0,Sri Lanka,Dambulla,2018
Sri Lanka,0.0, 5 wicke,37.0,1.0,1.0,South Africa,Dambulla,2018
Netherlands,1.0,55 run,37.0,1.0,1.0,Nepal,Amstelveen,2018
Nepal,0.0,55 run,37.0,0.0,2.0,Netherlands,Amstelveen,2018
South Africa,1.0, 4 wicke,37.0,1.0,1.0,Sri Lanka,Dambulla,2018
Sri Lanka,0.0, 4 wicke,37.0,1.0,1.0,South Africa,Dambulla,2018
Nepal,1.0,1 run,37.0,1.0,1.0,Netherlands,Amstelveen,2018
Netherlands,0.0,1 run,37.0,0.0,2.0,Nepal,Amstelveen,2018
South Africa,1.0, 78 run,37.0,0.0,1.0,Sri Lanka,Pallekele,2018
Sri Lanka,0.0, 78 run,37.0,1.0,2.0,East Africa,Pallekele,2018
Sri Lanka,1.0, 3 run,37.0,0.0,1.0,East Africa,Pallekele,2018
South Africa,0.0, 3 run,37.0,1.0,2.0,Sri Lanka,Pallekele,2018
Sri Lanka,1.0, 178 run,37.0,1.0,1.0,East Africa,Colombo,2018
South Africa,0.0, 178 run,37.0,0.0,2.0,Sri Lanka,Colombo,2018
Afghanistan,1.0,29 run,37.0,0.0,1.0,Ireland,Belfast,2018
Ireland,0.0,29 run,37.0,1.0,2.0,Afghanistan,Belfast,2018
Ireland,1.0,3 wicke,37.0,0.0,2.0,Afghanistan,Belfast,2018
Afghanistan,0.0,3 wicke,37.0,0.0,2.0,Ireland,Belfast,2018
Afghanistan,1.0,8 wicke,157.0,0.0,2.0,Ireland,Belfast,2018
Ireland,0.0,8 wicke,157.0,0.0,2.0,Afghanistan,Belfast,2018
Bangladesh,1.0,137 run,158.0,0.0,2.0,Sri Lanka,Dubai,2018
Sri Lanka,0.0, 137 run,158.0,0.0,2.0,Bangladesh,Dubai,2018
Pakistan,1.0,8 wicke,158.0,0.0,2.0,Hong Kong,Dubai,2018
Hong Kong,0.0, 8 wicke,126.0,0.0,2.0,Pakistan,Dubai,2018
Afghanistan,1.0,91 run,126.0,0.0,2.0,Sri Lanka,Dhabi,2018
Sri Lanka,0.0, 91 run,126.0,0.0,2.0,Afghanistan,Dhabi,2018
India,1.0,26 run,126.0,1.0,2.0,Hong Kong,Dubai,2018
Hong Kong,0.0, 26 run,126.0,1.0,2.0,India,Dubai,2018
India,1.0,8 wicke,126.0,0.0,2.0,Pakistan,Dubai,2018
Pakistan,0.0,8 wicke,126.0,1.0,1.0,India,Dubai,2018
Afghanistan,1.0,136 run,82.0,1.0,1.0,Abu,Dhabi,2018
Bangladesh,0.0,136 run,82.0,0.0,2.0,Abu,Dhabi,2018
India,1.0,7 wicke,82.0,1.0,2.0,Bangladesh,Dubai,2018
Bangladesh,0.0,7 wicke,82.0,0.0,1.0,India,Dubai,2018
Pakistan,1.0,3 wicke,3.0,0.0,2.0,Afghanistan,Dhabi,2018
Afghanistan,0.0,3 wicke,3.0,1.0,1.0,Pakistan,Dhabi,2018
India,1.0,9 wicke,63.0,0.0,2.0,Pakistan,Dubai,2018
Pakistan,0.0,9 wicke,63.0,1.0,1.0,India,Dubai,2018
Bangladesh,1.0,3 run,0.0,1.0,1.0,Abu,Dhabi,2018
Afghanistan,0.0,3 run,0.0,0.0,2.0,Abu,Dhabi,2018
Afghanistan,1.0,37 run,0.0,1.0,1.0,Dubai,Dubai,2018
India,1.0,37 run,0.0,1.0,1.0,Dubai,Dubai,2018
Bangladesh,1.0,37 run,0.0,1.0,1.0,Abu,Dhabi,2018
Pakistan,0.0,37 run,0.0,0.0,2.0,Abu,Dhabi,2018
India,1.0,3 wicke,0.0,1.0,2.0,Bangladesh,Dubai,2018
Bangladesh,0.0,3 wicke,0.0,0.0,1.0,India,Dubai,2018
South Africa,1.0, 5 wicke,143.0,0.0,1.0,Zimbabwe,Kimberley,2018
Zimbabwe,0.0,5 wicke,143.0,0.0,1.0,East Africa,Kimberley,2018
South Africa,1.0, 120 run,25.0,0.0,2.0,Zimbabwe,Bloemfontein,2018
Zimbabwe,0.0,120 run,25.0,0.0,2.0,East Africa,Bloemfontein,2018
South Africa,1.0, 4 wicke,25.0,1.0,1.0,Zimbabwe,Paarl,2018
Zimbabwe,0.0,4 wicke,25.0,1.0,1.0,East Africa,Paarl,2018
England,1.0,31 run,15.0,1.0,2.0,Sri Lanka,Dambulla,2018
Sri Lanka,1.0,31 run,15.0,1.0,2.0,England,Dambulla,2018
England,1.0,31 run,15.0,0.0,1.0,Sri Lanka,Dambulla,2018
Sri Lanka,0.0, 31 run,15.0,1.0,2.0,England,Dambulla,2018
England,1.0,7 wicke,15.0,1.0,2.0,Sri Lanka,Pallekele,2018
Sri Lanka,0.0, 7 wicke,47.0,1.0,2.0,England,Pallekele,2018
England,1.0,18 run,47.0,1.0,2.0,Sri Lanka,Pallekele,2018
Sri Lanka,0.0, 18 run,47.0,1.0,2.0,England,Pallekele,2018
India,1.0,8 wicke,47.0,1.0,2.0,West Indies,Guwahati,2018
West Indies,0.0, 8 wicke,35.0,1.0,1.0,India,Guwahati,2018
Bangladesh,1.0,28 run,35.0,1.0,1.0,Zimbabwe,Dhaka,2018
Zimbabwe,0.0,28 run,35.0,0.0,2.0,Bangladesh,Dhaka,2018
Sri Lanka,1.0, 219 run,35.0,1.0,1.0,England,Colombo,2018
England,0.0,219 run,35.0,0.0,2.0,Sri Lanka,Colombo,2018
India,1.0,7 wicke,35.0,0.0,2.0,West Indies,Visakhapatnam,2018
West Indies,1.0,7 wicke,35.0,0.0,2.0,India,Visakhapatnam,2018
Bangladesh,1.0,7 wicke,35.0,1.0,2.0,Zimbabwe,Chattogram,2018
Zimbabwe,0.0,7 wicke,35.0,1.0,2.0,Bangladesh,Chattogram,2018
Bangladesh,1.0,7 wicke,47.0,1.0,2.0,Zimbabwe,Chattogram,2018
Zimbabwe,0.0,7 wicke,47.0,1.0,2.0,Bangladesh,Chattogram,2018
West Indies,1.0, 43 run,211.0,1.0,2.0,India,Pune,2018
India,0.0,43 run,211.0,1.0,2.0,West Indies,Pune,2018
India,1.0,224 run,211.0,0.0,2.0,West Indies,Mumbai,2018
West Indies,0.0, 224 run,211.0,0.0,2.0,India,Mumbai,2018
India,1.0,9 wicke,211.0,0.0,2.0,West Indies,Thiruvananthapuram,2018
West Indies,0.0, 9 wicke,124.0,0.0,1.0,India,Thiruvananthapuram,2018
South Africa,1.0, 6 wicke,124.0,0.0,1.0,Australia,Perth,2018
Australia,0.0,6 wicke,124.0,0.0,1.0,East Africa,Perth,2018
New Zealand,1.0, 47 run,57.0,1.0,1.0,Pakistan,Dhabi,2018
Pakistan,0.0,47 run,57.0,0.0,1.0,New Zealand,Dhabi,2018
Australia,1.0,7 run,57.0,0.0,1.0,East Africa,Adelaide,2018
South Africa,0.0, 7 run,57.0,0.0,2.0,Australia,Adelaide,2018
Pakistan,1.0,6 wicke,57.0,0.0,2.0,New Zealand,Dhabi,2018
New Zealand,0.0, 6 wicke,89.0,1.0,2.0,Pakistan,Dhabi,2018
South Africa,1.0, 40 run,89.0,1.0,2.0,Australia,Hobart,2018
Australia,0.0,40 run,89.0,1.0,2.0,East Africa,Hobart,2018
New Zealand,1.0,5 wicke,89.0,0.0,2.0,Dubai,Dubai,2018
Pakistan,1.0,5 wicke,89.0,0.0,2.0,Dubai,Dubai,2018
Bangladesh,1.0,5 wicke,89.0,0.0,2.0,West Indies,Dhaka,2018
West Indies,0.0, 5 wicke,2.0,0.0,1.0,Bangladesh,Dhaka,2018
West Indies,1.0, 4 wicke,2.0,0.0,1.0,Bangladesh,Dhaka,2018
Bangladesh,0.0,4 wicke,2.0,0.0,1.0,West Indies,Dhaka,2018
Bangladesh,1.0,8 wicke,69.0,1.0,2.0,West Indies,Sylhet,2018
West Indies,0.0, 8 wicke,4.0,1.0,1.0,Bangladesh,Sylhet,2018
New Zealand,1.0, 45 run,4.0,1.0,1.0,Sri Lanka,Maunganui,2019
Sri Lanka,0.0, 45 run,4.0,0.0,2.0,New Zealand,Maunganui,2019
New Zealand,1.0, 21 run,4.0,1.0,1.0,Sri Lanka,Maunganui,2019
Sri Lanka,0.0, 21 run,4.0,0.0,2.0,New Zealand,Maunganui,2019
New Zealand,1.0, 115 run,4.0,0.0,1.0,Sri Lanka,Nelson,2019
Sri Lanka,0.0, 115 run,4.0,1.0,2.0,New Zealand,Nelson,2019
Australia,1.0,34 run,4.0,1.0,1.0,India,Sydney,2019
India,0.0,34 run,4.0,0.0,2.0,Australia,Sydney,2019
India,1.0,6 wicke,4.0,0.0,2.0,Australia,Adelaide,2019
Australia,0.0,6 wicke,4.0,0.0,2.0,India,Adelaide,2019
India,1.0,7 wicke,4.0,0.0,2.0,Australia,Melbourne,2019
Australia,0.0,7 wicke,4.0,0.0,2.0,India,Melbourne,2019
Pakistan,1.0,5 wicke,5.0,0.0,2.0,East Africa,Elizabeth,2019
South Africa,0.0, 5 wicke,48.0,0.0,1.0,Pakistan,Elizabeth,2019
South Africa,1.0, 5 wicke,48.0,0.0,1.0,Pakistan,Durban,2019
Pakistan,0.0,5 wicke,48.0,0.0,1.0,East Africa,Durban,2019
India,1.0,8 wicke,85.0,0.0,2.0,New Zealand,Napier,2019
New Zealand,0.0, 8 wicke,107.0,0.0,1.0,India,Napier,2019
Nepal,0.0,3 wicke,107.0,0.0,1.0,U.A.E.,Dubai,2019
South Africa,1.0, 13 run,111.0,1.0,1.0,Pakistan,Centurion,2019
Pakistan,0.0,13 run,111.0,1.0,1.0,East Africa,Centurion,2019
India,1.0,90 run,111.0,0.0,2.0,New Zealand,Maunganui,2019
New Zealand,0.0, 90 run,111.0,0.0,2.0,India,Maunganui,2019
Pakistan,1.0,8 wicke,111.0,1.0,2.0,East Africa,Johannesburg,2019
South Africa,0.0, 8 wicke,42.0,0.0,2.0,Pakistan,Johannesburg,2019
India,1.0,7 wicke,42.0,0.0,2.0,New Zealand,Maunganui,2019
New Zealand,0.0, 7 wicke,32.0,1.0,2.0,India,Maunganui,2019
Nepal,1.0,4 wicke,32.0,1.0,2.0,U.A.E.,Dubai,2019
South Africa,1.0, 7 wicke,60.0,0.0,1.0,Pakistan,Town,2019
Pakistan,0.0,7 wicke,60.0,0.0,1.0,East Africa,Town,2019
New Zealand,1.0, 8 wicke,212.0,0.0,1.0,India,Hamilton,2019
India,0.0,8 wicke,212.0,0.0,1.0,New Zealand,Hamilton,2019
India,1.0,35 run,33.0,1.0,1.0,New Zealand,Wellington,2019
New Zealand,0.0, 35 run,33.0,1.0,1.0,India,Wellington,2019
New Zealand,1.0, 8 wicke,33.0,1.0,1.0,Bangladesh,Napier,2019
Bangladesh,0.0,8 wicke,33.0,1.0,1.0,New Zealand,Napier,2019
New Zealand,1.0, 8 wicke,83.0,0.0,1.0,Bangladesh,Christchurch,2019
Bangladesh,0.0,8 wicke,83.0,0.0,1.0,New Zealand,Christchurch,2019
New Zealand,1.0, 88 run,8.0,1.0,2.0,Bangladesh,Dunedin,2019
Bangladesh,0.0,88 run,8.0,1.0,2.0,New Zealand,Dunedin,2019
England,1.0,6 wicke,8.0,0.0,2.0,West Indies,Bridgetown,2019
West Indies,0.0, 6 wicke,49.0,1.0,2.0,England,Bridgetown,2019
West Indies,1.0, 26 run,49.0,1.0,2.0,England,Bridgetown,2019
England,0.0,26 run,49.0,1.0,2.0,West Indies,Bridgetown,2019
England,1.0,29 run,49.0,1.0,2.0,West Indies,George's,2019
West Indies,0.0, 29 run,49.0,1.0,2.0,England,George's,2019
Afghanistan,1.0,5 wicke,49.0,0.0,2.0,Ireland,Dehradun,2019
Ireland,0.0,5 wicke,49.0,0.0,2.0,Afghanistan,Dehradun,2019
India,1.0,6 wicke,10.0,0.0,2.0,Australia,Hydrabad,2019
Australia,0.0,6 wicke,10.0,1.0,1.0,India,Hydrabad,2019
West Indies,1.0, 7 wicke,227.0,0.0,1.0,England,Islet,2019
England,0.0,7 wicke,227.0,0.0,1.0,West Indies,Islet,2019
South Africa,1.0, 8 wicke,6.0,0.0,1.0,Sri Lanka,Johannesburg,2019
Sri Lanka,0.0, 8 wicke,6.0,0.0,1.0,South Africa,Johannesburg,2019
Ireland,1.0,4 wicke,6.0,0.0,1.0,Afghanistan,Dehradun,2019
Afghanistan,0.0,4 wicke,6.0,0.0,1.0,Ireland,Dehradun,2019
India,1.0,8 run,16.0,0.0,1.0,Australia,Nagpur,2019
Australia,0.0,8 run,16.0,1.0,2.0,India,Nagpur,2019
South Africa,1.0, 113 run,16.0,0.0,1.0,Sri Lanka,Centurion,2019
Sri Lanka,0.0, 113 run,16.0,1.0,2.0,East Africa,Centurion,2019
Afghanistan,1.0,109 run,16.0,0.0,1.0,Ireland,Dehradun,2019
Ireland,0.0,109 run,16.0,1.0,2.0,Afghanistan,Dehradun,2019
Australia,1.0,32 run,16.0,0.0,1.0,India,Ranchi,2019
India,0.0,32 run,16.0,1.0,2.0,Australia,Ranchi,2019
Ireland,1.0,5 wicke,16.0,0.0,1.0,Afghanistan,Dehradun,2019
Afghanistan,0.0,5 wicke,16.0,0.0,1.0,Ireland,Dehradun,2019
Australia,1.0,4 wicke,13.0,0.0,1.0,India,Mohali,2019
India,0.0,4 wicke,13.0,0.0,1.0,Australia,Mohali,2019
